,NDVI,LST,BURNED_AREA,CLASS
1476,0.573438,14607.0,5.0,fire
603,0.560956,15239.671053,4.842105,fire
454,0.70851,14391.070423,4.716129,no_fire
63,0.534302,14682.6875,5.0,no_fire
990,0.6432,14457.0,5.0,no_fire
237,0.580253,15022.036585,4.697561,fire
650,0.594195,14455.0,5.0,no_fire
112,0.555382,14697.333333,5.0,no_fire
1685,0.529238,14391.626829,4.646341,no_fire
1429,0.48487,14778.0,5.0,no_fire
577,0.640391,14916.545455,4.97619,no_fire
126,0.568812,14698.833333,4.071429,no_fire
1008,0.664733,15087.833333,5.5,fire
1516,0.482798,14352.0,4.684211,fire
1363,0.476088,14273.688852,4.911909,no_fire
851,0.576391,14845.253521,4.887324,no_fire
694,0.610429,14597.37037,4.787234,no_fire
137,0.57268,15120.6875,3.875,no_fire
1009,0.55408,14761.666667,4.962963,no_fire
1390,0.43754,14872.111111,4.921569,fire
7,0.519243,14738.0,5.0,fire
502,0.687941,14413.0,4.0,no_fire
854,0.377467,14916.333333,5.0,no_fire
947,0.527899,15355.823529,5.0,no_fire
631,0.472134,14493.52,5.0,no_fire
929,0.433759,14490.77193,4.174312,no_fire
1423,0.612132,14942.0,5.0,no_fire
407,0.570324,14513.5,5.0,no_fire
1670,0.477127,14594.555556,4.619048,no_fire
357,0.502898,14715.0,5.0,fire
153,0.50297,14742.009346,4.912698,no_fire
343,0.515052,14213.748366,4.934747,no_fire
305,0.615611,14801.333333,4.0,no_fire
1535,0.434761,14408.48,5.0,no_fire
612,0.476538,15228.394737,5.0,no_fire
1647,0.61695,14754.284091,4.440367,fire
280,0.522958,14443.875,4.842105,fire
1473,0.630026,14395.877193,4.548246,no_fire
1660,0.5545,14213.0,5.0,no_fire
1080,0.477069,14475.5,5.0,no_fire
400,0.46791,14607.346154,4.98892,fire
468,0.532569,15049.470588,5.0,fire
1233,0.539792,14932.0,5.0,no_fire
504,0.121439,13969.181818,5.0,no_fire
534,0.579681,14953.0,5.0,fire
1016,0.549393,14974.0,5.0,fire
903,0.504575,14276.836066,4.920635,fire
1370,0.592345,13823.861111,4.878378,no_fire
550,0.536325,14487.948718,4.73913,no_fire
1528,0.380013,14651.166667,4.75,no_fire
1556,0.638942,14553.574561,4.95614,no_fire
1130,0.625392,14394.0,3.5,no_fire
945,0.470382,14840.444219,4.939148,no_fire
163,0.602128,14970.8,3.793103,no_fire
336,0.563776,14171.333333,4.777778,no_fire
59,0.6927,14572.0,5.0,no_fire
1118,0.632157,14869.827778,4.410203,fire
1601,0.588788,14574.0,5.0,no_fire
1654,0.60229,14217.0,4.0,no_fire
449,0.667583,14115.0,5.0,no_fire
855,0.500058,14487.0,4.846154,no_fire
1342,0.624769,14717.944954,4.178899,no_fire
1334,0.288298,14174.454545,4.375,no_fire
1531,0.466786,14452.0,4.950924,fire
437,0.615611,14801.333333,4.0,no_fire
1314,0.566529,14789.631323,4.903165,no_fire
786,0.62817,15225.0,5.0,fire
873,0.592203,14332.519108,4.16055,no_fire
1580,0.682157,14497.0,5.0,no_fire
819,0.700139,14530.363636,5.0,no_fire
1243,0.636726,14418.644068,4.928571,no_fire
1006,0.417525,14750.1,5.0,no_fire
586,0.519147,14711.714286,5.0,no_fire
1306,0.657081,15186.0,5.0,no_fire
941,0.48392,14784.233333,5.0,fire
348,0.608144,14449.3,4.904762,no_fire
1406,0.537944,13997.0,3.0,no_fire
1028,0.616222,14271.5,3.0,no_fire
1163,0.628228,14607.0,5.0,no_fire
463,0.605278,14567.666667,3.0,no_fire
1231,0.566252,14502.285714,4.662162,no_fire
1160,0.730044,13723.044444,4.658065,no_fire
1603,0.636929,14240.0,4.0,no_fire
653,0.640565,14594.086957,5.0,no_fire
573,0.506443,14078.916667,4.732463,no_fire
647,0.461984,15071.014706,4.78922,fire
595,0.622407,14710.0,5.0,no_fire
890,0.644724,14444.0,5.0,no_fire
1616,0.634966,14578.0,5.0,no_fire
1348,0.491077,14831.0,5.0,no_fire
1300,0.619105,14922.0,4.888889,no_fire
1308,0.58449,14874.677498,4.908127,no_fire
470,0.657085,14487.0,5.0,no_fire
800,0.479684,14490.196078,4.777778,no_fire
281,0.572166,14040.240741,4.103448,no_fire
932,0.716763,14318.0,4.0,no_fire
732,0.697767,14833.0,5.0,no_fire
715,0.701565,14146.083333,3.948387,no_fire
832,0.523873,14667.333333,5.0,fire
951,0.482265,15145.349057,4.792453,fire
1144,0.648347,14992.584323,4.151376,no_fire
1338,0.492228,14557.35473,4.933116,no_fire
